NAICS2_NAME,SALARY_FROM
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Information,206000
Information,206000
Information,94420
Information,206000
Information,206000
Information,88500
Information,120000
Information,61650
Information,86210
Information,128310
Finance and Insurance,144400
Finance and Insurance,41600
Health Care and Social Assistance,70000
Finance and Insurance,107910
Health Care and Social Assistance,72800
Finance and Insurance,59100
Finance and Insurance,20800
Information,66900
Health Care and Social Assistance,107088
Information,86555
Finance and Insurance,57484
Information,43680
Information,63150
Health Care and Social Assistance,46509
Information,106100
Finance and Insurance,95000
Finance and Insurance,95000
Finance and Insurance,115000
Information,88000
Information,116900
Health Care and Social Assistance,43680
Information,116900
Information,82000
Finance and Insurance,75500
Health Care and Social Assistance,67400
Information,160000
Health Care and Social Assistance,60008
Information,102000
Information,86900
Health Care and Social Assistance,98900
Information,74000
Information,208000
Finance and Insurance,105301
Information,130000
Finance and Insurance,41600
Finance and Insurance,140000
Finance and Insurance,41600
Finance and Insurance,75000
Finance and Insurance,105301
Finance and Insurance,71441
Finance and Insurance,86840
Finance and Insurance,86840
Finance and Insurance,56000
Finance and Insurance,88000
Finance and Insurance,71441
Finance and Insurance,183000
Finance and Insurance,24000
Finance and Insurance,65000
Finance and Insurance,118800
Health Care and Social Assistance,37440
Finance and Insurance,192300
Finance and Insurance,87280
Finance and Insurance,115300
Information,50000
Information,235745
Information,138000
Information,104000
Finance and Insurance,104700
Finance and Insurance,42000
Information,141300
Finance and Insurance,108375
Information,118800
Finance and Insurance,70200
Finance and Insurance,39790
Health Care and Social Assistance,27300
Finance and Insurance,102340
Finance and Insurance,23875
Finance and Insurance,105600
Information,63003
Finance and Insurance,89990
Finance and Insurance,105600
Information,111000
Health Care and Social Assistance,141600
Information,182312
Health Care and Social Assistance,54000
Health Care and Social Assistance,65000
Information,77800
Information,117000
Information,106000
Information,117000
Finance and Insurance,99160
Information,106000
Information,106000
Finance and Insurance,95000
Finance and Insurance,85200
Finance and Insurance,78800
Finance and Insurance,112400
Health Care and Social Assistance,66726
Finance and Insurance,112400
Finance and Insurance,68640
Information,111480
Information,111480
Finance and Insurance,112400
Information,111480
Finance and Insurance,78800
Finance and Insurance,47840
Finance and Insurance,66000
Health Care and Social Assistance,67400
Finance and Insurance,121000
Finance and Insurance,189800
Information,48200
Health Care and Social Assistance,67400
Information,146000
Finance and Insurance,66977
Finance and Insurance,70200
Finance and Insurance,61110
Finance and Insurance,200000
Finance and Insurance,66977
Finance and Insurance,80496
Finance and Insurance,80496
Finance and Insurance,80496
Health Care and Social Assistance,65000
Information,119443
Finance and Insurance,142000
Finance and Insurance,176720
Information,101200
Finance and Insurance,71300
Information,108200
Health Care and Social Assistance,96595
Health Care and Social Assistance,84641
Information,172000
Finance and Insurance,129840
Finance and Insurance,61110
Health Care and Social Assistance,80000
Finance and Insurance,126785
Finance and Insurance,86700
Finance and Insurance,78500
Health Care and Social Assistance,27300
Health Care and Social Assistance,27300
Health Care and Social Assistance,27300
Finance and Insurance,152400
Information,130000
Health Care and Social Assistance,67000
Finance and Insurance,176720
Finance and Insurance,70000
Information,127050
Finance and Insurance,58300
Finance and Insurance,25640
Information,206000
Information,142000
Information,206000
Information,94420
Information,94420
Health Care and Social Assistance,89366
Information,94420
Information,206000
Information,206000
Information,121280
Finance and Insurance,109130
Information,141000
Information,93496
Finance and Insurance,90000
Information,104740
Finance and Insurance,136571
Information,88000
Information,104000
Information,116900
Information,160000
Information,63003
Information,75000
Finance and Insurance,60000
Finance and Insurance,120550
Finance and Insurance,41600
Finance and Insurance,62000
Finance and Insurance,100700
Health Care and Social Assistance,31200
Finance and Insurance,86450
Finance and Insurance,68200
Finance and Insurance,86325
Information,146000
Information,48194
Information,48194
Information,48194
Information,135000
Information,146000
Information,48194
Information,146000
Finance and Insurance,99700
Finance and Insurance,96471
Finance and Insurance,89990
Finance and Insurance,105600
Finance and Insurance,200000
Finance and Insurance,115840
Information,77800
Information,52000
Information,166400
Information,69000
Information,183158
Information,135200
Information,206000
Health Care and Social Assistance,90459
Health Care and Social Assistance,90459
Finance and Insurance,87380
Finance and Insurance,66450
Finance and Insurance,45760
Finance and Insurance,87280
Finance and Insurance,73610
Health Care and Social Assistance,75088
Finance and Insurance,163600
Information,72000
Health Care and Social Assistance,133900
Finance and Insurance,70200
Finance and Insurance,79135
Information,48194
Information,48194
Information,48194
Health Care and Social Assistance,65832
Information,48194
Information,176000
Information,176000
Information,151800
Finance and Insurance,115000
Information,48194
Finance and Insurance,90000
Information,63003
Finance and Insurance,90300
Finance and Insurance,109130
Finance and Insurance,145180
Finance and Insurance,150000
Information,65000
Information,65000
Finance and Insurance,65000
Information,120100
Finance and Insurance,103920
Information,97400
Finance and Insurance,104800
Finance and Insurance,81770
Finance and Insurance,60500
Finance and Insurance,100000
Finance and Insurance,99750
Finance and Insurance,99750
Finance and Insurance,99750
Finance and Insurance,99750
Health Care and Social Assistance,89523
Finance and Insurance,95285
Health Care and Social Assistance,80995
Finance and Insurance,95285
Finance and Insurance,135300
Health Care and Social Assistance,50253
Finance and Insurance,55120
Information,181200
Finance and Insurance,85000
Information,124000
Finance and Insurance,123165
Finance and Insurance,87500
Information,88500
Information,106000
Health Care and Social Assistance,60320
Finance and Insurance,25640
Information,106000
Finance and Insurance,59100
Finance and Insurance,135700
Health Care and Social Assistance,114000
Information,97400
Health Care and Social Assistance,89565
Finance and Insurance,86840
Information,120100
Information,97400
Information,143557
Finance and Insurance,73528
Information,94420
Information,94420
Information,94420
Information,94420
Information,94420
Information,94420
Finance and Insurance,105301
Information,94420
Information,128310
Finance and Insurance,75500
Finance and Insurance,131040
Finance and Insurance,95000
Health Care and Social Assistance,141600
Finance and Insurance,51465
Finance and Insurance,127000
Information,143557
Finance and Insurance,173100
Finance and Insurance,44000
Information,171116
Finance and Insurance,87400
Information,124000
Information,88500
Information,129000
Finance and Insurance,41600
Finance and Insurance,147472
Health Care and Social Assistance,32240
Finance and Insurance,109120
Finance and Insurance,85010
Finance and Insurance,85010
Information,71200
Health Care and Social Assistance,70000
Information,250553
Health Care and Social Assistance,106900
Health Care and Social Assistance,50000
Health Care and Social Assistance,75990
Finance and Insurance,91100
Finance and Insurance,91100
Health Care and Social Assistance,98300
Information,129000
Finance and Insurance,91100
Finance and Insurance,41101
Information,129000
Finance and Insurance,81770
Information,136038
Information,70500
Finance and Insurance,109100
Information,84300
Information,116000
Finance and Insurance,90000
Finance and Insurance,65000
Finance and Insurance,65000
Information,209720
Finance and Insurance,74000
Health Care and Social Assistance,88254
Information,250000
Finance and Insurance,91100
Finance and Insurance,122304
Information,108200
Finance and Insurance,142320
Information,124800
Finance and Insurance,77200
Health Care and Social Assistance,54000
Finance and Insurance,105000
Finance and Insurance,77200
Health Care and Social Assistance,67400
Finance and Insurance,86600
Finance and Insurance,86600
Health Care and Social Assistance,66259
Health Care and Social Assistance,68661
Health Care and Social Assistance,27300
Health Care and Social Assistance,121703
Health Care and Social Assistance,101899
Finance and Insurance,91100
Information,111480
Information,111480
Health Care and Social Assistance,97885
Information,111480
Information,111480
Information,111480
Health Care and Social Assistance,50000
Information,111480
Information,183695
Finance and Insurance,31200
Finance and Insurance,138230
Finance and Insurance,31200
Information,242585
Information,183695
Information,183695
Finance and Insurance,31200
Finance and Insurance,31200
Finance and Insurance,31200
Finance and Insurance,31200
Health Care and Social Assistance,27300
Health Care and Social Assistance,27300
Health Care and Social Assistance,27300
Finance and Insurance,71500
Health Care and Social Assistance,67400
Information,123000
Health Care and Social Assistance,90459
Finance and Insurance,57700
Information,110100
Finance and Insurance,121770
Finance and Insurance,77200
Finance and Insurance,70500
Health Care and Social Assistance,31200
Information,108306
Finance and Insurance,131498
Finance and Insurance,142320
Health Care and Social Assistance,148283
Health Care and Social Assistance,78000
Information,116300
Health Care and Social Assistance,106900
Finance and Insurance,62985
Information,117000
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,92144
Finance and Insurance,66977
Health Care and Social Assistance,90459
Finance and Insurance,122304
Finance and Insurance,145000
Finance and Insurance,75000
Information,82000
Information,109000
Health Care and Social Assistance,92456
Finance and Insurance,87600
Information,89600
Finance and Insurance,86600
Health Care and Social Assistance,48110
Health Care and Social Assistance,47674
Information,119443
Information,119443
Finance and Insurance,61110
Finance and Insurance,56500
Finance and Insurance,97500
Information,71200
Finance and Insurance,68200
Information,120100
Finance and Insurance,200000
Finance and Insurance,15600
Information,62400
Information,101080
Health Care and Social Assistance,27300
Finance and Insurance,46000
Finance and Insurance,145600
Information,62400
Finance and Insurance,46170
Finance and Insurance,83000
Finance and Insurance,68640
Finance and Insurance,122304
Information,134322
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,86600
Information,59000
Finance and Insurance,68640
Information,138500
Finance and Insurance,103000
Finance and Insurance,85010
Finance and Insurance,74000
Finance and Insurance,85000
Finance and Insurance,55000
Finance and Insurance,38251
Finance and Insurance,41600
Information,66206
Health Care and Social Assistance,65000
Finance and Insurance,77200
Health Care and Social Assistance,55000
Finance and Insurance,64000
Finance and Insurance,77200
Finance and Insurance,79135
Health Care and Social Assistance,54000
Finance and Insurance,115300
Finance and Insurance,80000
Health Care and Social Assistance,72000
Finance and Insurance,108160
Health Care and Social Assistance,70720
Information,207800
Health Care and Social Assistance,73199
Finance and Insurance,107910
Information,312200
Finance and Insurance,89500
Finance and Insurance,77200
Finance and Insurance,77200
Finance and Insurance,67000
Information,66700
Finance and Insurance,153500
Information,60000
Finance and Insurance,153500
Health Care and Social Assistance,54000
Finance and Insurance,88000
Health Care and Social Assistance,400000
Finance and Insurance,104000
Information,58345
Finance and Insurance,131600
Finance and Insurance,144400
Information,110000
Information,86900
Finance and Insurance,98960
Finance and Insurance,41600
Finance and Insurance,105301
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,41600
Health Care and Social Assistance,86320
Information,135000
Information,128310
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,58198
Finance and Insurance,68200
Finance and Insurance,71500
Information,105300
Finance and Insurance,92114
Health Care and Social Assistance,61381
Health Care and Social Assistance,60000
Health Care and Social Assistance,89565
Finance and Insurance,125760
Health Care and Social Assistance,57060
Finance and Insurance,45510
Health Care and Social Assistance,92261
Information,106000
Finance and Insurance,60000
Finance and Insurance,73610
Information,183695
Information,130000
Health Care and Social Assistance,72400
Health Care and Social Assistance,113000
Finance and Insurance,84000
Finance and Insurance,67000
Finance and Insurance,67000
Information,73786
Finance and Insurance,67000
Finance and Insurance,60000
Finance and Insurance,61000
Information,117000
Finance and Insurance,153500
Finance and Insurance,115600
Finance and Insurance,115300
Finance and Insurance,134400
Finance and Insurance,88000
Finance and Insurance,118900
Finance and Insurance,61200
Finance and Insurance,81400
Finance and Insurance,99750
Finance and Insurance,99750
Finance and Insurance,99750
Finance and Insurance,81770
Finance and Insurance,99750
Finance and Insurance,43400
Finance and Insurance,99750
Finance and Insurance,99750
Finance and Insurance,87135
Finance and Insurance,99750
Health Care and Social Assistance,48158
Information,128310
Information,128310
Health Care and Social Assistance,60320
Finance and Insurance,93000
Finance and Insurance,120000
Health Care and Social Assistance,80900
Finance and Insurance,88000
Finance and Insurance,145600
Health Care and Social Assistance,49920
Information,234120
Health Care and Social Assistance,70000
Health Care and Social Assistance,127600
Finance and Insurance,147438
Information,125700
Finance and Insurance,102340
Finance and Insurance,82783
Finance and Insurance,111100
Health Care and Social Assistance,80000
Finance and Insurance,88000
Finance and Insurance,55000
Information,132200
Health Care and Social Assistance,49920
Finance and Insurance,81770
Finance and Insurance,88000
Finance and Insurance,62000
Health Care and Social Assistance,70000
Information,70000
Information,106000
Finance and Insurance,125760
Information,104000
Finance and Insurance,76900
Health Care and Social Assistance,155200
Finance and Insurance,120000
Finance and Insurance,95000
Health Care and Social Assistance,56160
Finance and Insurance,65000
Finance and Insurance,95000
Health Care and Social Assistance,67400
Information,66900
Finance and Insurance,79120
Finance and Insurance,116280
Finance and Insurance,97870
Information,135000
Finance and Insurance,58480
Finance and Insurance,54300
Finance and Insurance,101100
Finance and Insurance,129840
Information,68000
Finance and Insurance,139500
Finance and Insurance,70200
Health Care and Social Assistance,58824
Finance and Insurance,39520
Finance and Insurance,92114
Finance and Insurance,125760
Information,93496
Finance and Insurance,100996
Finance and Insurance,89990
Health Care and Social Assistance,68245
Finance and Insurance,72576
Information,129885
Health Care and Social Assistance,52000
Health Care and Social Assistance,60000
Finance and Insurance,61110
Health Care and Social Assistance,56992
Finance and Insurance,60000
Finance and Insurance,125200
Finance and Insurance,113840
Health Care and Social Assistance,81325
Health Care and Social Assistance,72473
Health Care and Social Assistance,67400
Health Care and Social Assistance,166400
Finance and Insurance,81770
Finance and Insurance,78000
Information,138500
Information,138500
Information,75700
Information,314900
Finance and Insurance,153500
Information,86900
Information,51000
Health Care and Social Assistance,65166
Health Care and Social Assistance,75000
Health Care and Social Assistance,78000
Information,97400
Health Care and Social Assistance,55000
Finance and Insurance,105600
Finance and Insurance,89990
Finance and Insurance,105600
Health Care and Social Assistance,50000
Information,60200
Finance and Insurance,52721
Finance and Insurance,130270
Health Care and Social Assistance,99200
Finance and Insurance,50000
Finance and Insurance,113734
Finance and Insurance,106400
Finance and Insurance,82000
Finance and Insurance,85000
Finance and Insurance,70232
Finance and Insurance,91100
Finance and Insurance,69050
Finance and Insurance,46000
Finance and Insurance,82100
Finance and Insurance,130000
Health Care and Social Assistance,70000
Information,180700
Finance and Insurance,113840
Finance and Insurance,35360
Finance and Insurance,98000
Finance and Insurance,98000
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Information,250000
Health Care and Social Assistance,71718
Health Care and Social Assistance,69400
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Health Care and Social Assistance,141600
Finance and Insurance,85000
Finance and Insurance,109000
Finance and Insurance,90000
Information,137600
Finance and Insurance,130000
Finance and Insurance,67000
Health Care and Social Assistance,92310
Information,81600
Finance and Insurance,71986
Information,86900
Finance and Insurance,67000
Finance and Insurance,84000
Finance and Insurance,67000
Finance and Insurance,109250
Information,88500
Finance and Insurance,67000
Finance and Insurance,63000
Health Care and Social Assistance,114855
Finance and Insurance,45000
Finance and Insurance,125760
Finance and Insurance,44937
Finance and Insurance,33758
Finance and Insurance,65792
Finance and Insurance,62000
Finance and Insurance,73000
Finance and Insurance,95000
Finance and Insurance,180000
Finance and Insurance,67000
Finance and Insurance,67000
Information,146000
Finance and Insurance,89990
Health Care and Social Assistance,85238
Finance and Insurance,61110
Health Care and Social Assistance,37440
Finance and Insurance,99160
Information,80000
Finance and Insurance,115300
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Information,117000
Information,66700
Finance and Insurance,128730
Health Care and Social Assistance,72400
Finance and Insurance,40000
Finance and Insurance,126143
Finance and Insurance,109130
Information,124000
Finance and Insurance,125000
Finance and Insurance,68200
Finance and Insurance,59250
Information,86900
Health Care and Social Assistance,37440
Information,124000
Health Care and Social Assistance,168400
Finance and Insurance,125760
Health Care and Social Assistance,90459
Finance and Insurance,47840
Health Care and Social Assistance,90459
Health Care and Social Assistance,90459
Finance and Insurance,83200
Health Care and Social Assistance,84300
Finance and Insurance,35360
Health Care and Social Assistance,82000
Information,78998
Finance and Insurance,65792
Information,94420
Finance and Insurance,88000
Information,206000
Information,94420
Information,206000
Health Care and Social Assistance,75000
Information,206000
Information,206000
Information,80000
Information,94420
Information,93496
Finance and Insurance,90000
Information,76700
Information,66900
Finance and Insurance,85000
Information,130480
Information,71200
Health Care and Social Assistance,75000
Finance and Insurance,88000
Information,153600
Information,104740
Finance and Insurance,74000
Finance and Insurance,74000
Health Care and Social Assistance,90459
Health Care and Social Assistance,87900
Information,93400
Finance and Insurance,142320
Health Care and Social Assistance,49920
Information,94420
Information,206000
Information,94420
Health Care and Social Assistance,49920
Finance and Insurance,79300
Finance and Insurance,80937
Finance and Insurance,46699
Health Care and Social Assistance,81494
Health Care and Social Assistance,82347
Health Care and Social Assistance,81494
Health Care and Social Assistance,58552
Information,90129
Information,126200
Information,128310
Information,128310
Health Care and Social Assistance,370275
Health Care and Social Assistance,62400
Information,128310
Finance and Insurance,80000
Information,86900
Information,139300
Finance and Insurance,127000
Finance and Insurance,161000
Information,293880
Finance and Insurance,115300
Finance and Insurance,82783
Information,118800
Information,70000
Information,218888
Information,135000
Information,81600
Health Care and Social Assistance,37440
Finance and Insurance,115300
Finance and Insurance,130000
Finance and Insurance,67958
Finance and Insurance,80000
Finance and Insurance,41600
Finance and Insurance,41600
Health Care and Social Assistance,159200
Finance and Insurance,95000
Information,86900
Finance and Insurance,105301
Finance and Insurance,96960
Finance and Insurance,36400
Finance and Insurance,105301
Finance and Insurance,125200
Finance and Insurance,54000
Finance and Insurance,113600
Health Care and Social Assistance,70470
Finance and Insurance,108375
Health Care and Social Assistance,106900
Finance and Insurance,41600
Finance and Insurance,130000
Finance and Insurance,105301
Finance and Insurance,41600
Finance and Insurance,124800
Finance and Insurance,41600
Information,77800
Finance and Insurance,144400
Finance and Insurance,41600
Information,94420
Information,88500
Finance and Insurance,69880
Health Care and Social Assistance,191110
Information,118000
Health Care and Social Assistance,64002
Finance and Insurance,115000
Finance and Insurance,110000
Finance and Insurance,97870
Finance and Insurance,210300
Information,141300
Finance and Insurance,121000
Information,174100
Finance and Insurance,125760
Health Care and Social Assistance,60000
Finance and Insurance,67000
Information,86900
Finance and Insurance,88000
Information,116900
Finance and Insurance,175000
Information,82000
Finance and Insurance,80000
Health Care and Social Assistance,89565
Information,97400
Information,90100
Information,141000
Information,136800
Information,141000
Information,117000
Health Care and Social Assistance,67000
Health Care and Social Assistance,66040
Information,117000
Information,117000
Finance and Insurance,104800
Information,117000
Information,117000
Information,117000
Information,112000
Finance and Insurance,104800
Finance and Insurance,71300
Finance and Insurance,65000
Health Care and Social Assistance,27300
Finance and Insurance,161280
Finance and Insurance,68200
Information,60000
Finance and Insurance,68200
Finance and Insurance,67725
Finance and Insurance,68200
Finance and Insurance,68200
Information,100000
Finance and Insurance,98000
Finance and Insurance,84000
Finance and Insurance,159000
Information,111480
Information,111480
Health Care and Social Assistance,39520
Health Care and Social Assistance,62400
Finance and Insurance,197600
Finance and Insurance,85000
Finance and Insurance,35360
Finance and Insurance,52080
Finance and Insurance,58000
Information,115970
Information,115970
Finance and Insurance,145180
Information,41600
Finance and Insurance,111100
Information,81200
Finance and Insurance,58300
Finance and Insurance,136200
Finance and Insurance,65000
Finance and Insurance,41600
Finance and Insurance,163600
Information,180835
Information,180835
Information,180835
Information,180835
Information,180835
Information,180835
Finance and Insurance,141440
Information,180835
Finance and Insurance,100800
Information,180835
Information,86900
Finance and Insurance,69800
Finance and Insurance,122304
Information,65000
Information,181200
Information,181200
Finance and Insurance,86700
Information,69992
Finance and Insurance,113840
Health Care and Social Assistance,87900
Finance and Insurance,65792
Finance and Insurance,89990
Finance and Insurance,65792
Finance and Insurance,105600
Health Care and Social Assistance,69659
Finance and Insurance,100500
Finance and Insurance,77500
Finance and Insurance,100500
Health Care and Social Assistance,115000
Health Care and Social Assistance,103355
Finance and Insurance,91100
Health Care and Social Assistance,60362
Finance and Insurance,37440
Finance and Insurance,103977
Finance and Insurance,121770
Finance and Insurance,121770
Health Care and Social Assistance,160222
Finance and Insurance,98900
Finance and Insurance,160000
Health Care and Social Assistance,27300
Finance and Insurance,125000
Finance and Insurance,38420
Finance and Insurance,70200
Finance and Insurance,174600
Information,80000
Information,250553
Information,250553
Information,250553
Information,250553
Finance and Insurance,165000
Information,45000
Finance and Insurance,160451
Health Care and Social Assistance,49920
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Health Care and Social Assistance,64000
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Information,50000
Health Care and Social Assistance,71718
Health Care and Social Assistance,71718
Finance and Insurance,58302
Information,71200
Information,88500
Information,141000
Finance and Insurance,115600
Finance and Insurance,91100
Finance and Insurance,103920
Information,120876
Finance and Insurance,90000
Finance and Insurance,124800
Information,136038
Health Care and Social Assistance,27300
Finance and Insurance,92114
Health Care and Social Assistance,81702
Information,41309
Health Care and Social Assistance,27300
Information,73500
Information,68100
Finance and Insurance,55000
Information,74000
Finance and Insurance,115300
Information,96000
Finance and Insurance,53144
Finance and Insurance,105600
Health Care and Social Assistance,80000
Finance and Insurance,89990
Finance and Insurance,153500
Information,157900
Information,135900
Finance and Insurance,73508
Information,137900
Information,88000
Information,120100
Health Care and Social Assistance,65000
Finance and Insurance,73528
Finance and Insurance,99160
Information,157200
Finance and Insurance,74000
Information,87166
Information,87166
Health Care and Social Assistance,75296
Health Care and Social Assistance,68964
Finance and Insurance,74000
Finance and Insurance,68640
Health Care and Social Assistance,213478
Information,161100
Information,156000
Information,206000
Finance and Insurance,176720
Information,94420
Finance and Insurance,102340
Finance and Insurance,102340
Information,206000
Health Care and Social Assistance,147077
Information,75000
Information,94420
Information,206000
Health Care and Social Assistance,67400
Finance and Insurance,200000
Finance and Insurance,105600
Information,105000
Information,111700
Information,180700
Finance and Insurance,200000
Information,180700
Finance and Insurance,68200
Finance and Insurance,105000
Information,157200
Finance and Insurance,108700
Finance and Insurance,141440
Health Care and Social Assistance,66560
Finance and Insurance,159550
Health Care and Social Assistance,70500
Finance and Insurance,44937
Health Care and Social Assistance,39520
Finance and Insurance,176720
Finance and Insurance,113810
Health Care and Social Assistance,136200
Health Care and Social Assistance,54000
Information,63150
Finance and Insurance,66810
Information,71200
Information,64200
Information,71000
Finance and Insurance,68200
Finance and Insurance,68200
Finance and Insurance,68200
Finance and Insurance,68200
Finance and Insurance,107910
Finance and Insurance,84000
Health Care and Social Assistance,63000
Finance and Insurance,55000
Information,162000
Health Care and Social Assistance,105601
Finance and Insurance,81770
Health Care and Social Assistance,82168
Finance and Insurance,120550
Finance and Insurance,109130
Information,88500
Information,78998
Finance and Insurance,66000
Information,59000
Finance and Insurance,68200
Finance and Insurance,45760
Finance and Insurance,45760
Finance and Insurance,45760
Finance and Insurance,66450
Finance and Insurance,45760
Information,157200
Finance and Insurance,66450
Finance and Insurance,98631
Finance and Insurance,171000
Health Care and Social Assistance,104458
Health Care and Social Assistance,74859
Finance and Insurance,66000
Finance and Insurance,60000
Finance and Insurance,84000
Finance and Insurance,96000
Health Care and Social Assistance,104458
Health Care and Social Assistance,104458
Finance and Insurance,80000
Finance and Insurance,105301
Finance and Insurance,105301
Finance and Insurance,41600
Finance and Insurance,105301
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,105301
Finance and Insurance,41600
Finance and Insurance,41600
Information,134000
Finance and Insurance,104700
Finance and Insurance,41600
Finance and Insurance,105301
Information,94420
Information,94420
Information,94420
Health Care and Social Assistance,75795
Information,94420
Finance and Insurance,105301
Information,94420
Information,94420
Finance and Insurance,149152
Finance and Insurance,99750
Health Care and Social Assistance,72000
Finance and Insurance,99750
Finance and Insurance,43400
Information,170000
Finance and Insurance,99750
Health Care and Social Assistance,50000
Health Care and Social Assistance,67400
Finance and Insurance,60000
Finance and Insurance,71000
Finance and Insurance,71864
Information,226465
Finance and Insurance,106500
Information,118000
Information,171000
Health Care and Social Assistance,28579
Health Care and Social Assistance,63000
Finance and Insurance,111100
Finance and Insurance,125760
Finance and Insurance,60000
Information,87400
Health Care and Social Assistance,50000
Information,150000
Information,11148
Information,66000
Information,110000
Information,57000
Health Care and Social Assistance,55000
Information,104740
Finance and Insurance,109130
Finance and Insurance,95000
Information,104740
Finance and Insurance,81770
Health Care and Social Assistance,370275
Finance and Insurance,135873
Health Care and Social Assistance,109491
Finance and Insurance,135200
Health Care and Social Assistance,54018
Finance and Insurance,114325
Health Care and Social Assistance,99200
Finance and Insurance,80000
Finance and Insurance,88000
Health Care and Social Assistance,149947
Finance and Insurance,73300
Finance and Insurance,79350
Finance and Insurance,153500
Information,120100
Finance and Insurance,153500
Information,250553
Finance and Insurance,91100
Information,218701
Finance and Insurance,91100
Information,129000
Finance and Insurance,84000
Information,111480
Information,111480
Information,111480
Finance and Insurance,83980
Information,111480
Finance and Insurance,84000
Finance and Insurance,96326
Finance and Insurance,44937
Finance and Insurance,75000
Finance and Insurance,96326
Finance and Insurance,141440
Finance and Insurance,67000
Finance and Insurance,67000
Finance and Insurance,67000
Health Care and Social Assistance,110000
Information,39000
Information,138500
Information,116300
Health Care and Social Assistance,75000
Information,130000
Finance and Insurance,47840
Finance and Insurance,124800
Finance and Insurance,75300
Finance and Insurance,75500
Finance and Insurance,86600
Finance and Insurance,86600
Health Care and Social Assistance,65749
Information,62400
Information,62400
Information,62400
Finance and Insurance,200000
Finance and Insurance,93600
Health Care and Social Assistance,84573
Finance and Insurance,68850
Finance and Insurance,46000
Finance and Insurance,153500
Finance and Insurance,81770
Finance and Insurance,105301
Health Care and Social Assistance,104500
Health Care and Social Assistance,41600
Finance and Insurance,115300
Finance and Insurance,115300
Health Care and Social Assistance,84300
Finance and Insurance,104700
Information,39520
Health Care and Social Assistance,27300
Information,73800
Health Care and Social Assistance,81494
Information,74000
Health Care and Social Assistance,81494
Information,95000
Finance and Insurance,71986
Finance and Insurance,160000
Health Care and Social Assistance,67400
Finance and Insurance,60000
Finance and Insurance,120550
Information,134600
Information,134600
Finance and Insurance,115300
Information,134600
Health Care and Social Assistance,67400
Health Care and Social Assistance,83600
Information,104740
Information,88000
Health Care and Social Assistance,98900
Finance and Insurance,88000
Finance and Insurance,88000
Finance and Insurance,70500
Information,104740
Finance and Insurance,88000
Finance and Insurance,68200
Finance and Insurance,59100
Finance and Insurance,73216
Finance and Insurance,59100
Finance and Insurance,83200
Finance and Insurance,104700
Information,117000
Information,117000
Information,138200
Information,116900
Finance and Insurance,115300
Health Care and Social Assistance,69000
Health Care and Social Assistance,46600
Finance and Insurance,108375
Finance and Insurance,115300
Information,174000
Finance and Insurance,87360
Health Care and Social Assistance,47840
Health Care and Social Assistance,69493
Information,110110
Information,218888
Finance and Insurance,183000
Finance and Insurance,122304
Health Care and Social Assistance,90459
Information,250553
Information,235745
Health Care and Social Assistance,45074
Finance and Insurance,200000
Finance and Insurance,69383
Finance and Insurance,106400
Health Care and Social Assistance,24000
Finance and Insurance,45760
Information,100000
Information,150000
Health Care and Social Assistance,67400
Information,41600
Finance and Insurance,69474
Finance and Insurance,45760
Finance and Insurance,52000
Information,118000
Finance and Insurance,136600
Health Care and Social Assistance,124800
Information,106000
Information,106000
Information,110000
Information,106000
Information,146000
Information,106000
Finance and Insurance,79135
Health Care and Social Assistance,98900
Finance and Insurance,122304
Finance and Insurance,92000
Health Care and Social Assistance,90459
Information,88500
Finance and Insurance,58302
Health Care and Social Assistance,63544
Finance and Insurance,41600
Information,128310
Finance and Insurance,115300
Health Care and Social Assistance,101525
Finance and Insurance,41600
Health Care and Social Assistance,90459
Health Care and Social Assistance,90459
Health Care and Social Assistance,90459
Information,86900
Health Care and Social Assistance,67400
Finance and Insurance,91800
Finance and Insurance,91800
Health Care and Social Assistance,67400
Finance and Insurance,91800
Finance and Insurance,65000
Finance and Insurance,67958
Information,118800
Finance and Insurance,67000
Health Care and Social Assistance,62815
Health Care and Social Assistance,119995
Information,206000
Health Care and Social Assistance,84300
Finance and Insurance,139500
Information,111480
Finance and Insurance,83980
Information,104740
Information,152800
Finance and Insurance,88500
Information,235745
Finance and Insurance,197600
Finance and Insurance,121808
Finance and Insurance,109130
Health Care and Social Assistance,89565
Finance and Insurance,78800
Information,90129
Finance and Insurance,129840
Health Care and Social Assistance,103792
Health Care and Social Assistance,145600
Finance and Insurance,115300
Finance and Insurance,115300
Information,180000
Finance and Insurance,144400
Finance and Insurance,115300
