NAICS2_NAME,SKILL,skill_count
Health Care and Social Assistance,"\"Enterprise Architecture Framework\"",1
Finance and Insurance,"\"Functional Design\"",21
Information,"\"Analytical Dashboard\"",14
Information,"\"Opportunity Analysis\"",1
Information,"\"Go (Programming Language)\"",31
Information,"\"Wireframing\"",2
Health Care and Social Assistance,"\"Conceptual Framework\"",1
Health Care and Social Assistance,"\"Electronic Data Interchange\"",32
Information,"\"Marketing Analytics\"",35
Information,"\"Customer Information Systems\"",1
Health Care and Social Assistance,"\"PostgreSQL\"",17
Information,"\"Technology Ecosystems\"",24
Health Care and Social Assistance,"[
  \"Microsoft SharePoint\"",13
Information,"\"Query Optimization\"",6
Information,"\"Topology\"",10
Finance and Insurance,"\"Flowcharts\"",11
Information,"\"Content Curation\"",1
Health Care and Social Assistance,"\"Operating Systems\"
]",9
Health Care and Social Assistance,"\"Network Protocols\"",1
Information,"[
  \"Data Cleansing\"",15
Information,"\"Association Of Chartered Certified Accountants\"",1
Information,"\"Application Configuration Access Protocols\"",9
Health Care and Social Assistance,"\"Clinical Terminology Servers\"",3
Health Care and Social Assistance,"\"Oracle Exadata\"",2
Health Care and Social Assistance,"\"Survey Data Analysis\"",1
Finance and Insurance,"\"Demography\"
]",1
Information,"\"Human-Centered Design\"",3
Health Care and Social Assistance,"\"Github\"",10
Health Care and Social Assistance,"\"Epic Resolute\"",1
Finance and Insurance,"\"Oracle Discoverer\"",1
Finance and Insurance,"\"Modern Portfolio Theory\"",2
Health Care and Social Assistance,"[
  \"Talent Management\"",3
Finance and Insurance,"\"Factor Analysis\"",1
Finance and Insurance,"\"Financial Strategy\"",1
Finance and Insurance,"[
  \"Quantitative Investing\"",1
Information,"\"Data Warehouse Architectures\"",2
Health Care and Social Assistance,"\"Fault Tolerance\"",2
Health Care and Social Assistance,"\"Resourcing\"",2
Health Care and Social Assistance,"\"Student Information Systems\"",1
Finance and Insurance,"[
  \"Security Analysis\"",1
Health Care and Social Assistance,"\"Alchemer (Surveygizmo)\"",1
Health Care and Social Assistance,"\"Ingenuity\"",1
Information,"\"Solid Principles\"",1
Finance and Insurance,"[
  \"Discussion Facilitation\"",1
Finance and Insurance,"\"Microwaves\"",336
Finance and Insurance,"\"Banking\"",378
Finance and Insurance,"\"SQL Server Reporting Services\"",109
Finance and Insurance,"\"Curiosity\"
]",58
Finance and Insurance,"\"Advertisement\"",30
Finance and Insurance,"\"Six Sigma Black Belt\"",13
Information,"\"Auditing\"",151
Health Care and Social Assistance,"\"Adobe Acrobat\"",3
Finance and Insurance,"\"Loan Closing\"",4
Finance and Insurance,"\"Language Experience Approach\"",11
Finance and Insurance,"\"Failover\"",2
Information,"\"Personal Branding\"",41
Health Care and Social Assistance,"\"Population Health\"",177
Health Care and Social Assistance,"\"Ad Hoc Analysis\"",26
Finance and Insurance,"\"Zachman Framework\"
]",10
Health Care and Social Assistance,"\"Contract Negotiation\"",1
Information,"\"System Monitoring\"",81
Health Care and Social Assistance,"\"Integrated Care\"",12
Health Care and Social Assistance,"\"Newsletters\"",3
Health Care and Social Assistance,"\"Calculators\"",15
Finance and Insurance,"\"Investment Advisory\"",7
Finance and Insurance,"\"API Design\"",24
Information,"\"Value Stream Mapping\"",2
Finance and Insurance,"\"Market Environment\"",3
Finance and Insurance,"\"Multi-Cloud\"",27
Finance and Insurance,"\"Azure Functions\"",2
Finance and Insurance,"\"Loan Administration\"",3
Health Care and Social Assistance,"\"Master Data Management\"",2
Finance and Insurance,"\"New Product Information\"",1
Finance and Insurance,"\"Contract Negotiation\"",4
Information,"\"Datadog\"",10
Information,"\"Data Conditioning\"",1
Finance and Insurance,"\"Enterprise Application Integration\"",6
Information,"\"SAP Production Planning\"",6
Information,"\"Qualitative Data Analysis\"",2
Health Care and Social Assistance,"\"Financial Systems\"",14
Finance and Insurance,"\"Product Leadership\"",2
Health Care and Social Assistance,"\"Confidence Intervals\"",3
Health Care and Social Assistance,"\"Dual Diagnosis\"",1
Information,"\"Electrical Systems\"",2
Health Care and Social Assistance,"\"Secondary Research\"",3
Finance and Insurance,"\"Oracle Application Server\"",1
Health Care and Social Assistance,"\"Patient Monitoring\"",2
Finance and Insurance,"\"Machine Controls\"",4
Health Care and Social Assistance,"\"Technical Services\"",8
Information,"\"Cybersecurity Compliance\"",2
Health Care and Social Assistance,"\"Database Security\"",2
Health Care and Social Assistance,"\"Program Implementation\"",6
Information,"\"Blogs\"",4
Information,"\"Zendesk\"",4
Information,"\"Executive Information Systems\"",2
Finance and Insurance,"\"Project Governance\"",2
Finance and Insurance,"[
  \"Project Evaluation\"",1
Health Care and Social Assistance,"\"Vital Statistics\"",1
Health Care and Social Assistance,"\"Client Needs Assessment\"",2
Information,"\"Vocabulary\"",1
Health Care and Social Assistance,"\"Microsoft 365\"
]",1
Finance and Insurance,"\"Denial-Of-Service (DoS) Attacks\"",1
Finance and Insurance,"\"Secure FTP (Software)\"",1
Health Care and Social Assistance,"\"IBM AIX\"",2
Health Care and Social Assistance,"\"Procedure Standardization\"",1
Finance and Insurance,"\"Real World Data\"",1
Information,"[
  \"Dynatrace\"",2
Finance and Insurance,"\"Research Experiences\"",1
Information,"[
  \"Dataflow\"",1
Information,"\"Software Strategy\"",1
Information,"\"Presentations\"",642
Information,"\"Business Process\"",620
Information,"\"Tooling\"",98
Finance and Insurance,"\"ArcMap\"",1
Finance and Insurance,"\"Social Sciences\"",16
Finance and Insurance,"\"Unix\"",76
Finance and Insurance,"\"Balance Sheet\"",73
Finance and Insurance,"\"Snowflake Schema\"",5
Information,"\"Software As A Service (SaaS)\"",199
Health Care and Social Assistance,"\"Report Writing\"
]",6
Health Care and Social Assistance,"\"Kubernetes\"",45
Finance and Insurance,"\"Brokerage\"",48
Information,"\"Code Coverage\"",1
Finance and Insurance,"\"Code Access Security\"",3
Information,"\"Elasticsearch\"",73
Health Care and Social Assistance,"\"Facility Management\"",3
Health Care and Social Assistance,"\"Checklists\"",4
Finance and Insurance,"\"Certified Application Developer\"",6
Information,"\"Mechanics\"",1
Finance and Insurance,"\"Mapping Software\"",2
Finance and Insurance,"\"Oracle Essbase\"",25
Finance and Insurance,"\"Deep Learning\"",14
Information,"\"Project Documentation\"",18
Information,"\"Workplace Wellness\"",5
Health Care and Social Assistance,"\"System Support\"",16
Finance and Insurance,"\"Salesforce Marketing Cloud\"",6
Health Care and Social Assistance,"[
  \"Public Key Infrastructure\"",5
Health Care and Social Assistance,"\"Payroll Processing\"",3
Health Care and Social Assistance,"\"Maintenance Testing\"",6
Finance and Insurance,"[
  \"Record Keeping\"",2
Health Care and Social Assistance,"\"Virtual Local Area Network (VLAN)\"",2
Information,"\"Promotional Merchandise\"",2
Information,"\"KPI Reporting\"",1
Information,"\"Open Mindset\"",2
Health Care and Social Assistance,"\"SAP Ariba\"",1
Information,"\"Corrective And Preventive Action (CAPA)\"",3
Information,"\"Wastewater\"",4
Health Care and Social Assistance,"\"Microsoft Certified IT Professional\"",1
Health Care and Social Assistance,"\"Inventory Reconciliation\"",1
Finance and Insurance,"\"Third-Party Logistics\"",1
Finance and Insurance,"\"Guidewire Digital\"",1
Finance and Insurance,"\"Recreational Vehicles\"",2
Finance and Insurance,"\"Apache Beam\"",3
Information,"[
  \"Site Reliability Engineering\"",1
Information,"\"AWS Certified Security Specialty\"",2
Health Care and Social Assistance,"\"Interdisciplinary Research\"",1
Information,"\"Mobile Devices\"",1
Information,"\"Identifying Leads\"",1
Finance and Insurance,"\"Mathematics Education\"",2
Health Care and Social Assistance,"[
  \"Project Coordination\"",1
Information,"\"Value-Added Services\"",1
Health Care and Social Assistance,"[
  \"Certified Nursing Assistant (CNA)\"",1
Information,"\"Next.js (Javascript Library)\"",1
Finance and Insurance,"[
  \"Rapport Building\"",1
Health Care and Social Assistance,"[
  \"Basic Patient Care\"",1
Finance and Insurance,"\"VMware vCloud Suite\"",1
Finance and Insurance,"\"Medication Administration\"",1
Information,"\"Automation Anywhere (RPA Software)\"",1
Health Care and Social Assistance,"\"Operating Margins\"",1
Finance and Insurance,"\"Call Center Experience\"",48
Finance and Insurance,"\"Team Leadership\"
]",14
Information,"\"Software Documentation\"",19
Finance and Insurance,"\"Expectation Management\"",99
Information,"[
  \"Financial Statements\"",14
Information,"\"QC Reporting\"",3
Health Care and Social Assistance,"\"Analytical Techniques\"",26
Finance and Insurance,"\"Qualitative Research\"",38
Finance and Insurance,"\"Test Engineering\"
]",4
Information,"\"Service Catalog\"",5
Health Care and Social Assistance,"[
  \"Mechanical Aptitude\"",2
Finance and Insurance,"\"Swift (Programming Language)\"",7
Health Care and Social Assistance,"\"Purchasing\"",39
Information,"[
  \"Mathematics\"",58
Finance and Insurance,"\"Digitization\"",9
Finance and Insurance,"\"Marketing Information Systems\"",3
Finance and Insurance,"\"Prescriptive Analytics\"",19
Health Care and Social Assistance,"\"Protected Health Information\"",30
Information,"\"Financial Services\"
]",7
Finance and Insurance,"\"Building Management System\"",3
Information,"\"C++ (Programming Language)\"",62
Information,"[
  \"Continuous Improvement Process\"",2
Information,"\"Curiosity\"
]",73
Health Care and Social Assistance,"\"Discussion Facilitation\"",13
Finance and Insurance,"\"Web Browsers\"",1
Finance and Insurance,"\"Certified Business Analysis Professional\"",16
Information,"\"User Information\"
]",7
Health Care and Social Assistance,"\"Taking Meeting Minutes\"
]",3
Finance and Insurance,"\"Cardiology\"",12
Finance and Insurance,"\"American Registry Of Radiologic Technologists (ARRT) Certified\"",12
Finance and Insurance,"\"Annual Enrollments\"",1
Finance and Insurance,"\"Manufacturing Execution System (MES)\"",2
Information,"\"SAP NetWeaver Business Warehouse\"
]",1
Information,"\"Building Codes\"",10
Information,"\"Deep Learning\"",17
Health Care and Social Assistance,"\"On Prem\"",11
Information,"\"Database Development\"",10
Information,"\"Nuix (eDiscovery Software)\"",3
Finance and Insurance,"\"Test Tools\"
]",1
Finance and Insurance,"\"Business Continuity And Disaster Recovery\"",3
Finance and Insurance,"\"Topology\"",12
Finance and Insurance,"\"Python For Data Analysis\"",3
Information,"\"Corporate Reporting\"",1
Information,"\"Expense Reports\"",1
Health Care and Social Assistance,"\"Project Management Body Of Knowledge (PMBOK) Methodology\"",2
Health Care and Social Assistance,"\"Talent Sourcing\"",1
Finance and Insurance,"\"Search Engine Marketing\"",1
Information,"\"SAP GUI\"",2
Information,"[
  \"Natural Language Generation\"",1
Finance and Insurance,"\"Luigi (Python Package)\"",1
Information,"\"Software Deployment\"",3
Health Care and Social Assistance,"\"Perioperative Care\"
]",5
Health Care and Social Assistance,"\"Traffic Patterns\"",1
Information,"\"Webflow\"
]",1
Information,"\"Customer Journey Mapping\"",4
Finance and Insurance,"\"Collateralized Debt Obligation\"",7
Information,"[
  \"Advanced Mathematics\"",2
Health Care and Social Assistance,"[
  \"Microsoft Office\"",1
Finance and Insurance,"\"Sapui5\"",2
Information,"\"Commercialization\"",2
Information,"\"Remote Desktop Protocol (RDP)\"",1
Health Care and Social Assistance,"[
  \"Elderly Care\"",1
Information,"\"Safety Standards\"",2
Information,"\"SAP Business Intelligence (BI)\"",1
Health Care and Social Assistance,"\"API Management\"",1
Health Care and Social Assistance,"\"Warehouse Operations\"",1
Finance and Insurance,"\"Business-To-Business (B2B) Marketing\"",2
Finance and Insurance,"\"Bachelor Of Science in Nursing (BSN)\"",1
Health Care and Social Assistance,"\"Traceability\"",1
Information,"\"Construction\"
]",1
Health Care and Social Assistance,"\"Retention Period\"",1
Health Care and Social Assistance,"\"Sherwood Applied Business Security Architecture\"",1
Health Care and Social Assistance,"\"S-PLUS Statistical Software\"",2
Finance and Insurance,"\"Java Servlet\"",1
Finance and Insurance,"\"Organizational Intelligence\"",1
Information,"\"DevOps\"",124
Finance and Insurance,"\"Goal-Oriented\"",23
Finance and Insurance,"\"Time Management\"",401
Finance and Insurance,"\"Geometry\"",9
Health Care and Social Assistance,"\"Time Management\"",306
Finance and Insurance,"\"Ansi Sql\"",92
Health Care and Social Assistance,"\"Data Entry\"",143
Health Care and Social Assistance,"\"Social Work\"",30
Health Care and Social Assistance,"\"Master Of Business Administration (MBA)\"",25
Finance and Insurance,"\"System Migration\"",3
Information,"\"Network Functions Virtualization\"",47
Health Care and Social Assistance,"[
  \"Clinical Experience\"",16
Information,"\"Social Media Engagement\"",2
Information,"\"Team Leadership\"",84
Finance and Insurance,"\"Loyalty Programs\"",3
Health Care and Social Assistance,"\"Editing\"",30
Finance and Insurance,"\"Coupa (Spend Management Software)\"",6
Finance and Insurance,"\"Matrix Management\"",48
Finance and Insurance,"\"Document Management Systems\"",34
Finance and Insurance,"\"Cloud Engineering\"",19
Health Care and Social Assistance,"\"Web Development\"",7
Finance and Insurance,"\"Application Design\"",19
Information,"\"Business To Business\"",67
Finance and Insurance,"\"Open Mindset\"",8
Finance and Insurance,"\"Aurora (Operating System)\"",56
Health Care and Social Assistance,"\"Environmental Management Systems\"",2
Finance and Insurance,"\"Digital Sales\"",2
Information,"\"Fraud Investigation\"",3
Health Care and Social Assistance,"\"Statistical Reporting\"",21
Information,"\"Qualtrics\"",2
Health Care and Social Assistance,"\"Constituent Relationship Management\"",1
Information,"[
  \"Influencing Skills\"",1
Finance and Insurance,"[
  \"Design Specifications\"",1
Finance and Insurance,"\"Exchange Traded Derivatives\"",2
Finance and Insurance,"\"Open Standards\"",15
Information,"\"Troubleshooting (Problem Solving)\"
]",1
Finance and Insurance,"\"Mailchimp\"",2
Information,"\"SAP Information Steward\"",2
Information,"\"SAP Quality Management\"",1
Information,"\"Consensus Decision Making\"",6
Finance and Insurance,"\"Network Quality Of Service (QoS)\"",2
Health Care and Social Assistance,"\"Systems Thinking\"",10
Health Care and Social Assistance,"\"Personal Integrity\"",2
Information,"\"SAP Configuration\"
]",2
Health Care and Social Assistance,"\"Workforce Optimization\"",6
Finance and Insurance,"\"Content Management Systems\"",1
Health Care and Social Assistance,"\"Microsoft Certified Architect\"",2
Finance and Insurance,"\"Primary Care\"",5
Information,"\"Derivatives\"",6
Finance and Insurance,"\"Asynchronous Communication\"",1
Information,"\"Microsoft Certified: Azure Network Engineer Associate\"",1
Finance and Insurance,"\"Client Server Technologies\"",2
Information,"\"Distribution Management Systems\"",2
Information,"\"Oracle B2B\"",2
Information,"\"Kotlin\"",2
Health Care and Social Assistance,"\"Operational Maintenance\"",1
Health Care and Social Assistance,"\"Computer-Aided Software Engineering\"",2
Health Care and Social Assistance,"\"Financial Strategy\"",1
Finance and Insurance,"\"Linux Scripting\"",1
Finance and Insurance,"\"Associate Insurance Data Management\"",3
Health Care and Social Assistance,"\"Maintainability\"",2
Health Care and Social Assistance,"[
  \"Strategic Planning\"
]",1
Information,"\"Real World Evidence\"",1
Finance and Insurance,"\"Xactly (SaaS)\"",1
Information,"\"IBM Mainframe\"
]",1
Health Care and Social Assistance,"\"Radiation Detectors\"
]",1
Health Care and Social Assistance,"\"File Systems\"",1
Finance and Insurance,"[
  \"Algebra\"",2
Finance and Insurance,"\"Sensitivity Analysis\"",1
Finance and Insurance,"\"Business Coaching\"",1
Information,"\"Copado\"",1
Finance and Insurance,"\"Bokeh\"",1
Information,"\"SAP Project Management\"",1
Health Care and Social Assistance,"\"Knowledge Transfer\"",12
Finance and Insurance,"\"Apache Spark\"",183
Information,"\"Teamwork\"",115
Health Care and Social Assistance,"\"Data Management\"",486
Finance and Insurance,"\"Risk Management\"
]",239
Finance and Insurance,"\"Information Gathering\"",97
Information,"\"Trend Analysis\"",69
Information,"\"SAP HANA\"",16
Health Care and Social Assistance,"\"Command Controls\"",2
Finance and Insurance,"\"Business Architecture\"",232
Finance and Insurance,"\"Project Implementation\"",144
Information,"\"Sales Operations\"",25
Finance and Insurance,"\"Information Assurance\"",37
Finance and Insurance,"\"IT Security\"",27
Information,"\"Due Diligence\"",7
Information,"\"Drafting Documents\"",1
Health Care and Social Assistance,"\"Clerical Works\"",39
Finance and Insurance,"\"Project Management Office (PMO)\"",13
Finance and Insurance,"\"Transactional Analysis\"",3
Information,"\"Query Languages\"",6
Health Care and Social Assistance,"\"Resilience\"",26
Health Care and Social Assistance,"\"Organizational Performance\"",23
Information,"\"Chatbot\"",4
Health Care and Social Assistance,"\"JQuery\"",4
Finance and Insurance,"\"Compassion\"",4
Information,"\"Polymorphism\"",1
Information,"\"Database Design\"
]",5
Finance and Insurance,"\"Service Industries\"
]",1
Information,"\"Azure Active Directory\"",6
Information,"\"Project Implementation\"",54
Health Care and Social Assistance,"\"Biomarkers\"",6
Health Care and Social Assistance,"\"Sociology\"",9
Health Care and Social Assistance,"\"Dataflow\"",34
Finance and Insurance,"\"Data Administration\"",19
Finance and Insurance,"\"Automated Clearing House\"",13
Information,"\"Information Systems Security\"",3
Information,"\"Business Marketing\"",6
Finance and Insurance,"[
  \"Firmware\"",1
Finance and Insurance,"\"Chartered Property Casualty Underwriter\"",7
Health Care and Social Assistance,"\"Certified Revenue Cycle Representative (CRCR)\"",3
Finance and Insurance,"\"Sustainable Business\"",1
Finance and Insurance,"\"Analytical Techniques\"
]",10
Health Care and Social Assistance,"[
  \"Oncology\"",3
Finance and Insurance,"\"Dataset\"",3
Health Care and Social Assistance,"\"Expectation Management\"
]",2
Information,"\"Visualforce\"",14
Finance and Insurance,"\"Business Case Analysis\"",9
Finance and Insurance,"\"Laserfiche (Content Management Platform)\"",1
Finance and Insurance,"\"ChatGPT\"",4
Health Care and Social Assistance,"\"Cluster Analysis\"",2
Finance and Insurance,"\"Salesforce Certified Platform Developer II\"",2
Finance and Insurance,"[
  \"Syndicated Finance\"",1
Health Care and Social Assistance,"\"Safety Culture\"",2
Finance and Insurance,"[
  \"Corporate Financial Reporting\"",2
Information,"\"Corporate Financial Reporting\"",3
Finance and Insurance,"\"Management Accounting\"",2
Finance and Insurance,"\"Electronic Data Interchange\"",5
Information,"\"Infrastructure As A Service (IaaS)\"",3
Finance and Insurance,"\"Endpoint Detection And Response\"",4
Health Care and Social Assistance,"\"Ssas Tabular\"",3
Information,"\"Data Manipulation Language\"",2
Finance and Insurance,"\"Stress Management\"",3
Finance and Insurance,"\"Moodle\"",2
Finance and Insurance,"\"Custom Scripting\"",2
Information,"\"Performance Analysis\"",1
Information,"\"Project Management Software\"
]",2
Finance and Insurance,"\"Collection Tree Protocol (CTP)\"",3
Information,"\"Business Credit Reports\"",1
Finance and Insurance,"\"Cash Flow Forecasting\"
]",1
Finance and Insurance,"\"Mental Health Act\"",3
Information,"\"Java Web Services\"",2
Information,"\"Project Management\"
]",2
Health Care and Social Assistance,"\"Project Management Software\"
]",1
Health Care and Social Assistance,"\"Professional Liability\"",1
Finance and Insurance,"\"Financial Strategy\"
]",1
Finance and Insurance,"\"Ledger Applications\"",2
Finance and Insurance,"\"Conditional Statements\"",2
Finance and Insurance,"\"Cybersecurity Compliance\"",2
Health Care and Social Assistance,"\"Leadership\"
]",1
Information,"\"Valuation Models\"",1
Health Care and Social Assistance,"\"Management Accounting\"",2
Finance and Insurance,"\"Runbook\"",1
Finance and Insurance,"\"Natural Sciences\"",1
Health Care and Social Assistance,"\"Adobe Captivate\"",1
Health Care and Social Assistance,"\"Proposal Writing\"",1
Information,"\"Cyber Engineering\"",1
Information,"\"Integrated Product Team\"",1
Information,"\"Online Communication\"
]",1
Finance and Insurance,"[
  \"Vendor Management\"",1
Health Care and Social Assistance,"\"Enterprise Resource Planning\"
]",1
Health Care and Social Assistance,"\"Revenue Stream\"",2
Health Care and Social Assistance,"\"Network File Systems\"",1
Finance and Insurance,"\"Artificial Intelligence\"",329
Finance and Insurance,"\"Address Resolution Protocols\"",13
Information,"\"Business Intelligence Tools\"",47
Finance and Insurance,"\"Accounting\"",528
Health Care and Social Assistance,"\"Scrum (Software Development)\"",121
Health Care and Social Assistance,"\"Pivot Tables And Charts\"",146
Health Care and Social Assistance,"[
  \"Application Data\"",3
Information,"\"Exception Handling\"",3
Information,"\"Information Technology Infrastructure Library\"",84
Information,"\"Accounts Receivable\"",41
Information,"\"Traceability\"",10
Finance and Insurance,"[
  \"Proactivity\"",31
Health Care and Social Assistance,"\"Nursing\"",106
Health Care and Social Assistance,"\"Disaster Recovery\"",11
Health Care and Social Assistance,"\"Consolidation\"",15
Finance and Insurance,"\"Process Optimization\"",78
Information,"\"Architecture Framework\"",15
Information,"\"Relational Databases\"
]",2
Finance and Insurance,"\"Quotations\"",1
Health Care and Social Assistance,"\"Adobe Illustrator\"",1
Finance and Insurance,"\"Business Marketing\"
]",10
Health Care and Social Assistance,"\"Data Retrieval\"",14
Information,"\"Technology Roadmaps\"",69
Health Care and Social Assistance,"\"Neuroimaging\"",3
Information,"\"Molecular Biology\"",2
Finance and Insurance,"\"Risk Measure\"",2
Information,"[
  \"Docketing (Court)\"",5
Finance and Insurance,"\"Product Innovation\"",6
Information,"\"Academic Papers\"",1
Finance and Insurance,"\"Customer Analytics\"",8
Information,"\"Program Evaluation\"
]",1
Information,"\"GIAC Certified Intrusion Analyst\"",4
Information,"\"Bare Metal\"",2
Health Care and Social Assistance,"\"Ongoing Reliability Tests\"",5
Finance and Insurance,"\"Customer Information Control System (CICS)\"",8
Information,"\"Automotive Industry\"",2
Health Care and Social Assistance,"\"Healthcare Services\"",4
Health Care and Social Assistance,"\"Data Reference Model\"",2
Health Care and Social Assistance,"\"Advertisement\"",4
Health Care and Social Assistance,"\"Physical Layers\"",1
Finance and Insurance,"\"Human Trafficking Issues\"",1
Information,"\"Access Control List\"",3
Health Care and Social Assistance,"\"AHIMA Standards Of Ethical Coding\"",1
Information,"\"Cloud Administration\"",2
Finance and Insurance,"\"Diagnosis Codes\"",1
Finance and Insurance,"\"Bilingual (Spanish/English)\"",8
Information,"\"Primavera (Software)\"",3
Health Care and Social Assistance,"\"Chart Abstraction\"
]",1
Health Care and Social Assistance,"\"Experimentation\"",2
Health Care and Social Assistance,"\"Animal Handling\"",2
Health Care and Social Assistance,"[
  \"Substance Dependence\"",2
Health Care and Social Assistance,"\"Phone Interviews\"",1
Information,"\"Technical Authority\"
]",1
Information,"\"Certified Financial Risk Management\"",1
Health Care and Social Assistance,"\"Ecology\"",1
Finance and Insurance,"\"E-Learning Development\"",1
Health Care and Social Assistance,"\"Scenario Planning\"",2
Health Care and Social Assistance,"\"Advanced Imaging Technology\"",1
Health Care and Social Assistance,"\"NIH Stroke Scale (NIHSS)\"",1
Health Care and Social Assistance,"\"Vendor Relationship Management\"",14
Finance and Insurance,"\"Microsoft PowerPoint\"",982
Information,"\"NumPy (Python Package)\"",14
Information,"\"Decision Tree Learning\"",11
Information,"\"Quantitative Analysis\"",56
Finance and Insurance,"\"Data Mart\"",39
Finance and Insurance,"\"Microsoft Visual Studio\"",22
Finance and Insurance,"\"General Data Protection Regulation (GDPR)\"",38
Information,"\"Systems Analysis\"",38
Health Care and Social Assistance,"\"Medicare\"",63
Information,"\"Multiprotocol Label Switching\"",11
Finance and Insurance,"\"Engineering Design Process\"",21
Information,"\"SAP Applications\"",389
Health Care and Social Assistance,"\"Key Performance Indicators (KPIs)\"",220
Information,"\"Pre-Sales Engineering\"",99
Information,"\"Open Data Protocol (OData)\"",8
Health Care and Social Assistance,"\"SolarWinds\"",4
Finance and Insurance,"\"Debating\"",13
Finance and Insurance,"\"Data Compilation\"",128
Health Care and Social Assistance,"\"Research Electronic Data Capture (REDCap)\"",19
Health Care and Social Assistance,"\"Product And Manufacturing Information\"",1
Finance and Insurance,"\"Data Storytelling\"",38
Information,"\"Overcoming Obstacles\"",1
Information,"\"Proof Of Concept (POC) Development\"",21
Information,"\"Tricentis Tosca\"",7
Information,"\"Cell Biology\"",2
Finance and Insurance,"\"Storage Devices\"",1
Finance and Insurance,"\"Risk Ratings\"",3
Health Care and Social Assistance,"\"Clinical Pharmacy\"",3
Information,"\"Copyright Laws\"",1
Finance and Insurance,"\"New Relic (SaaS)\"",17
Finance and Insurance,"\"Oracle Fusion Middleware\"",31
Finance and Insurance,"\"Honesty\"",21
Finance and Insurance,"\"Google Data\"",2
Finance and Insurance,"\"Emergency Medicine\"",3
Health Care and Social Assistance,"\"Nursing Interventions Classification\"",1
Health Care and Social Assistance,"[
  \"Analytical Skills\"",5
Information,"\"Patch Management\"",4
Health Care and Social Assistance,"\"General Surgery\"",1
Health Care and Social Assistance,"\"Automated External Defibrillator (AED) Certification\"",1
Information,"\"Integration Testing\"",17
Finance and Insurance,"\"International Health\"
]",2
Health Care and Social Assistance,"\"Product Lining\"",4
Health Care and Social Assistance,"\"Agenda (Meeting)\"",1
Finance and Insurance,"\"Capital Allocation\"",2
Health Care and Social Assistance,"\"Securities (Finance)\"",2
Information,"\"Enterprise Portal\"",4
Finance and Insurance,"\"Workshop Facilitation\"
]",5
Finance and Insurance,"\"Certified Professional Coder (CPC)\"",3
Information,"\"Curriculum Development\"",6
Finance and Insurance,"\"Problem Loan Management\"",2
Finance and Insurance,"\"SAP Administration\"",3
Information,"\"Network Printers\"",2
Information,"[
  \"Enterprise Information Management\"",1
Information,"[
  \"Mortgage Loan Origination\"",1
Health Care and Social Assistance,"\"Chain Of Custody\"",2
Health Care and Social Assistance,"\"Test Tools\"",2
Finance and Insurance,"\"Business Process Outsourcing\"",3
Information,"\"Performance Review\"
]",2
Health Care and Social Assistance,"\"Certified Associate In Healthcare Information And Management Systems (CAHIMS)\"",2
Information,"\"Reservations\"",1
Finance and Insurance,"\"Literacy\"",2
Information,"\"Laboratory Testing\"",2
Finance and Insurance,"\"Global Logistics\"",1
Finance and Insurance,"\"Spring Security\"",1
Health Care and Social Assistance,"\"Professional in Human Resources\"",1
Information,"\"Survey Research\"
]",1
Health Care and Social Assistance,"\"Microscopy\"",1
Information,"\"Crisis Management\"",1
Information,"\"Organizational Structure\"",7
Finance and Insurance,"\"Advocacy\"",205
Finance and Insurance,"\"Product Engineering\"",77
Finance and Insurance,"\"Reconciliation\"",146
Finance and Insurance,"\"Data Security\"",131
Information,"\"Anything Relationship Management (xRM) Software\"",1
Information,"\"Billing\"",91
Finance and Insurance,"\"Mathematical Finance\"",21
Finance and Insurance,"[
  \"SQL Server Integration Services (SSIS)\"",8
Finance and Insurance,"\"Development Management\"",7
Information,"\"Ad Hoc Analysis\"",67
Health Care and Social Assistance,"\"Public Health\"",92
Health Care and Social Assistance,"\"Report Writing\"",168
Health Care and Social Assistance,"\"Database Design\"",172
Finance and Insurance,"\"Learning Platforms\"",86
Finance and Insurance,"\"Data Synthesis\"",49
Finance and Insurance,"\"Telephone Banking\"",55
Health Care and Social Assistance,"\"Hand Hygiene\"
]",1
Finance and Insurance,"\"Data Storage\"",38
Health Care and Social Assistance,"\"Database Systems\"
]",4
Health Care and Social Assistance,"\"Six Sigma Green Belt\"",10
Finance and Insurance,"\"Microstrategy Architecture\"",8
Information,"\"Ruby (Programming Language)\"",17
Health Care and Social Assistance,"\"QC Reporting\"",12
Finance and Insurance,"\"Goal Setting\"",52
Finance and Insurance,"\"Industry Analysis\"",11
Finance and Insurance,"\"Web Services\"",44
Information,"\"Email Marketing\"",4
Information,"\"Decision Science\"",4
Information,"\"Order Entry\"",3
Information,"\"Local Area Networks\"",24
Finance and Insurance,"\"Grafana\"",21
Finance and Insurance,"\"SQL Server Analysis Services\"",23
Information,"\"ISO/IEC 38500\"",2
Health Care and Social Assistance,"\"Infographics\"",7
Health Care and Social Assistance,"\"Project Management Certification\"",4
Information,"\"Code Of Federal Regulations\"",7
Information,"\"Account Reconciliation\"",7
Information,"\"Load Balancing\"",12
Information,"[
  \"Business Reporting\"",2
Finance and Insurance,"\"Mainframe Computing\"",6
Health Care and Social Assistance,"\"High-Performance Liquid Chromatography\"",1
Finance and Insurance,"\"Income Support\"",2
Finance and Insurance,"\"Appraisals\"",2
Finance and Insurance,"\"Assurance Services\"",1
Finance and Insurance,"\"Product Testing\"",1
